source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
943,rc_lag1_r56_delta_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
944,rc_lag1_r56_delta_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
945,rc_lag1_r56_delta_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
946,rc_lag2_has,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
947,rc_lag2_r24_delta_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
948,rc_lag2_r24_delta_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
949,rc_lag2_r24_delta_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
950,rc_lag2_r24_delta_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
951,rc_lag2_r24_delta_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
952,rc_lag2_r24_delta_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
953,rc_lag2_r24_delta_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
954,rc_lag2_r24_delta_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
955,rc_lag2_r24_delta_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
956,rc_lag2_r24_delta_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
957,rc_lag2_r56_delta_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
958,rc_lag2_r56_delta_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
959,rc_lag2_r56_delta_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
960,rc_lag2_r56_delta_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
961,rc_lag2_r56_delta_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
962,rc_lag2_r56_delta_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
963,rc_lag2_r56_delta_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
964,rc_lag2_r56_delta_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
965,rc_lag2_r56_delta_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
966,rc_lag2_r56_delta_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
967,rc_lag4_has,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
968,rc_lag4_r24_delta_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
969,rc_lag4_r24_delta_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
